@relation testcase-model_predicted

@attribute latitude numeric
@attribute longitude numeric
@attribute brightness numeric
@attribute scan numeric
@attribute track numeric
@attribute confidence {20,42,49,33,53,52,35,44,17,60,15,36,62,57,63,64,58,61,59,69,70,72,73,78,79,85,18,50,31,32,0,23,43,48,41,46,39,66,55,54,19,38,65,22,51,47,67,71,45,26,68,76,24,75,74,77,80,82,84,81,83,86,88,89,91,93,96,100}
@attribute bright_t31 numeric
@attribute frp numeric

@data
18.66591,98.58064,303.5,0.52,0.42,50,289.6,1
19.33715,98.64265,303.5,0.52,0.41,50,290.3,1.2
15.1214,98.66943,303.5,0.55,0.51,50,290.6,2.4
15.75058,98.78182,303.5,0.4,0.44,50,291.7,1.4
15.125,98.65,303.5,1.7,1.3,44,292.2,8.3
15.298,98.958,303.5,1.8,1.3,17,293.4,8.8
19.61012,98.04709,303.6,0.34,0.56,50,289.7,0.7
18.99376,100.16699,303.6,0.49,0.49,50,290.2,0.7
18.99593,98.41817,303.6,0.51,0.41,50,290.3,1.4
14.892,98.2907,303.6,0.57,0.52,50,291.2,1.2
14.892,98.2907,303.6,0.57,0.52,50,291.2,1.3
18.17892,98.51273,303.6,0.61,0.54,50,292.5,2.3
14.98826,98.72732,303.6,0.4,0.45,50,292.9,0.9
18.89297,98.57594,303.6,0.52,0.41,50,293,1.3
16.11637,101.48019,303.7,0.58,0.52,50,289.8,1.2
19.48561,101.0612,303.7,0.44,0.46,50,290.1,1.8
18.99376,100.16699,303.7,0.49,0.49,50,290.2,0.7
16.64744,101.40618,303.7,0.38,0.44,50,290.8,0.7
19.71545,99.03252,303.7,0.53,0.42,50,290.8,2.1
18.88658,98.57592,303.7,0.62,0.54,50,291.4,1.2
17.63644,98.10499,303.7,0.51,0.41,50,292.7,1.2
15.68359,98.55573,303.7,0.57,0.52,50,292.7,1.8
15.64858,98.68432,303.7,0.55,0.51,50,293,2.2
15.64858,98.68432,303.7,0.55,0.51,50,293,2.3
14.66513,98.43544,303.7,0.56,0.51,50,293,0.9
14.66513,98.43544,303.7,0.56,0.51,50,293,1
19.07487,98.16829,303.8,0.33,0.55,50,289.4,0.4
15.82887,98.99506,303.8,0.53,0.5,50,290.3,1.4
18.85799,98.33449,303.8,0.5,0.41,50,290.4,0.6
19.41812,98.54224,303.8,0.51,0.41,50,290.4,0.7
16.05662,98.98847,303.8,0.4,0.44,50,290.9,1
19.5523,99.59147,303.8,0.39,0.44,50,291.7,1
15.54376,98.70804,303.8,0.55,0.51,50,292,2
15.59237,98.8643,303.8,0.4,0.44,50,292.1,1.2
15.80869,98.66737,303.8,0.39,0.44,50,292.5,1.3
19.46765,98.32146,303.9,0.33,0.55,50,288.4,0.8
19.46765,98.32146,303.9,0.33,0.55,50,288.4,0.9
15.14834,98.68344,303.9,0.55,0.51,50,290.4,1.4
15.14834,98.68344,303.9,0.55,0.51,50,290.4,1.5
15.16214,98.6983,303.9,0.55,0.51,50,290.5,1.2
15.16214,98.6983,303.9,0.55,0.51,50,290.5,1.3
15.12136,98.66634,303.9,0.4,0.44,50,292,0.7
17.78403,97.95544,303.9,0.5,0.41,50,292.4,2.3
14.84825,98.74821,303.9,0.54,0.5,50,292.6,1.2
14.78014,98.46239,303.9,0.39,0.44,50,292.9,0.9
18.17471,98.51742,303.9,0.53,0.42,50,293.4,2.6
18.46132,98.48403,304,0.62,0.54,50,290.2,0.9
15.62836,98.77174,304,0.55,0.51,50,290.4,0.4
15.62836,98.77174,304,0.55,0.51,50,290.4,0.5
18.86641,100.01966,304,0.5,0.49,50,290.8,0.7
18.86641,100.01966,304,0.5,0.49,50,290.8,0.8
19.19682,98.62197,304,0.52,0.41,50,290.8,2.3
19.24223,100.5083,304,0.44,0.46,50,291,0.6
15.95185,98.96423,304,0.4,0.45,50,291.7,1.1
17.57841,98.18504,304,0.63,0.54,50,291.9,3.6
18.89166,98.57563,304,0.62,0.54,50,292.2,1.2
15.27078,98.51625,304,0.56,0.52,50,292.8,1.3
15.27078,98.51625,304,0.56,0.52,50,292.8,1.4
17.74262,97.89237,304,0.33,0.55,50,293.1,1.2
14.7181,98.44203,304.1,0.56,0.51,50,291.3,0.9
18.94214,98.40954,304.1,0.51,0.41,50,291.7,1.1
14.45799,98.54877,304.1,0.55,0.51,50,292.1,2.1
14.45799,98.54877,304.1,0.55,0.51,50,292.1,2.2
18.29975,99.99648,304.1,0.43,0.46,50,292.4,1.4
18.68925,98.42974,304.2,0.51,0.41,50,292.3,1.3
19.46305,100.24299,304.2,0.42,0.45,50,292.4,0.8
17.39924,98.47243,304.2,0.54,0.42,50,292.8,1.1
15.67813,98.56064,304.2,0.56,0.52,50,292.8,1.3
15.67813,98.56064,304.2,0.56,0.52,50,292.8,1.4
14.9886,98.72744,304.2,0.4,0.45,50,292.9,0.9
15.17351,98.65365,304.2,0.4,0.44,50,293.2,1.4
19.5571,98.4256,304.3,0.32,0.55,50,287.7,0.8
19.5571,98.4256,304.3,0.32,0.55,50,287.7,0.9
18.97544,98.20048,304.3,0.5,0.41,50,289.4,0.8
19.01484,98.242,304.3,0.33,0.55,50,289.5,0.8
13.7333,102.13097,304.3,0.36,0.57,50,290,1.2
13.84733,100.83644,304.3,0.38,0.43,50,290,1.1
13.84733,100.83644,304.3,0.38,0.43,50,290,1.2
19.55948,100.94476,304.3,0.45,0.47,50,290.4,1
18.905,97.83295,304.3,0.48,0.4,50,290.6,0.4
18.16884,98.51302,304.3,0.61,0.54,50,291.8,1.8
18.16884,98.51302,304.3,0.61,0.54,50,291.8,1.9
15.28147,98.43253,304.3,0.38,0.43,50,291.9,0.6
14.6913,98.88646,304.3,0.42,0.45,50,291.9,0.9
17.20494,98.56324,304.3,0.59,0.53,50,292.1,0.9
17.20494,98.56324,304.3,0.59,0.53,50,292.1,1
17.58429,99.46512,304.3,0.41,0.45,50,293,0.8
17.58946,98.17737,304.3,0.64,0.54,50,293.3,2.2
17.75302,98.32465,304.4,0.52,0.42,50,291,0.7
14.56627,98.48618,304.4,0.4,0.44,50,291.2,0.7
14.66864,98.4458,304.4,0.56,0.51,50,291.9,0.4
18.50551,98.04173,304.4,0.33,0.55,50,292,1
17.7519,97.90038,304.4,0.5,0.41,50,292.5,1.7
15.12198,98.66293,304.4,0.4,0.44,50,292.8,0.7
17.59049,98.17766,304.4,0.63,0.54,50,293.1,1.5
17.59049,98.17766,304.4,0.63,0.54,50,293.1,1.6
17.65545,98.04542,304.4,0.32,0.55,50,293.2,1.2
17.65545,98.04542,304.4,0.32,0.55,50,293.2,1.3
15.27712,98.52428,304.4,0.39,0.44,50,293.2,1.4
18.73388,98.07451,304.5,0.49,0.4,50,290.1,1.2
17.54192,98.47488,304.5,0.54,0.42,50,291,0.4
17.0749,98.81443,304.5,0.57,0.43,50,292.8,1.6
16.71382,98.78178,304.5,0.56,0.52,50,292.9,1
15.279,98.604,304.5,1.7,1.3,60,293,10.5
18.17954,98.51292,304.5,0.61,0.54,50,293.1,1.7
19.213,98.648,304.5,1.9,1.4,15,293.3,11.5
18.49558,97.72089,304.5,0.48,0.4,50,293.9,1.1
18.95154,98.2064,304.6,0.5,0.41,50,290.2,1.6
18.76062,98.72659,304.6,0.53,0.42,50,292.1,1.6
18.05069,98.10196,304.6,0.5,0.41,50,292.2,0.9
17.68458,97.97091,304.6,0.33,0.55,50,292.7,2.5
17.68458,97.97091,304.6,0.33,0.55,50,292.7,2.6
18.03062,99.63433,304.6,0.52,0.5,50,292.9,1.6
15.67889,98.55645,304.6,0.39,0.44,50,293.2,2.1
19.68608,99.74736,304.6,0.39,0.44,50,293.4,1.2
17.81855,99.71901,304.6,0.42,0.45,50,293.4,0.9
15.68746,98.55442,304.6,0.38,0.44,50,293.7,0.9
17.90496,97.76096,304.6,0.49,0.4,50,294.5,1
18.90487,98.44804,304.6,0.42,0.38,20,309,26.5
15.88783,99.11865,304.7,0.52,0.5,50,290.2,1
19.05697,98.2352,304.7,0.33,0.55,50,290.3,0.5
19.05697,98.2352,304.7,0.33,0.55,50,290.3,0.6
15.15616,98.65927,304.7,0.55,0.51,50,291.9,3
16.92205,98.76778,304.7,0.57,0.43,50,292,0.9
15.53586,98.69528,304.7,0.39,0.44,50,292.1,0.8
15.55107,98.68004,304.7,0.39,0.44,50,292.5,0.8
18.40121,98.21011,304.8,0.5,0.41,50,291.4,0.9
14.96041,98.71939,304.8,0.4,0.45,50,291.5,1.1
17.58017,98.17867,304.8,0.52,0.41,50,292.4,3
17.60035,98.04207,304.8,0.51,0.41,50,292.6,1.1
17.66058,98.04559,304.8,0.32,0.55,50,293.1,0.6
17.36758,98.1773,304.8,0.63,0.54,50,293.2,1.1
19.47295,101.05866,304.9,0.44,0.46,50,290.4,1.3
19.54429,101.06825,304.9,0.44,0.46,50,290.7,1.8
15.30147,98.94167,304.9,0.41,0.45,50,290.9,0.6
16.88387,98.85806,304.9,0.56,0.52,50,291.6,1.1
16.88387,98.85806,304.9,0.56,0.52,50,291.6,1.2
14.73667,101.03656,304.9,0.58,0.52,50,291.7,3.5
18.926,98.412,304.9,1.8,1.3,36,291.8,12.6
18.40495,98.21071,304.9,0.5,0.41,50,292.1,0.9
17.67979,97.99178,304.9,0.5,0.41,50,292.6,0.7
17.92536,98.06474,304.9,0.33,0.55,50,293,1.5
15.728,99.189,304.9,1.9,1.3,62,293.4,13
17.88013,97.93484,304.9,0.33,0.55,50,294.3,0.7
17.88013,97.93484,304.9,0.33,0.55,50,294.3,0.8
17.7496,97.89186,304.9,0.5,0.41,50,294.6,1.5
19.00536,98.16022,305,0.49,0.4,50,289.3,1.2
18.95676,98.2049,305,0.33,0.55,50,289.5,1.1
18.90975,98.36927,305,0.32,0.55,50,290.1,0.4
17.78297,97.93996,305,0.5,0.41,50,291.8,0.8
18.16946,98.51331,305,0.61,0.54,50,292.1,0.7
14.4067,99.50059,305,0.47,0.48,50,292.5,0.8
14.4067,99.50059,305,0.47,0.48,50,292.5,0.9
18.7872,99.50469,305,0.39,0.44,50,292.8,0.5
17.91949,97.7642,305,0.49,0.4,50,294.1,0.9
18.43504,97.50648,305,0.47,0.39,50,294.3,0.7
17.35571,98.14827,305,0.63,0.54,50,294.4,1.4
18.99917,98.21714,305.1,0.5,0.41,50,286.1,0.6
19.62227,99.58942,305.1,0.38,0.43,50,289.2,0.9
18.95676,98.2049,305.1,0.33,0.55,50,289.5,1.1
19.45191,101.05385,305.1,0.44,0.46,50,289.8,2.1
19.45191,101.05385,305.1,0.44,0.46,50,289.8,2.2
14.71005,98.43005,305.1,0.39,0.44,50,291.8,0.3
17.98709,97.78587,305.1,0.34,0.56,50,294.1,0.7
19.02028,97.94662,305.1,0.48,0.4,50,294.2,1
18.04702,98.10102,305.2,0.5,0.41,50,291.7,0.9
14.4922,98.54287,305.2,0.55,0.51,50,292.3,2.5
15.53716,98.68822,305.2,0.39,0.44,50,292.5,0.6
17.5775,99.45657,305.2,0.41,0.45,50,292.7,1.5
17.92943,98.07486,305.2,0.33,0.55,50,293,1.1
18.27509,98.49977,305.2,0.52,0.42,50,293.3,1.3
15.308,98.94,305.2,1.8,1.3,57,293.5,11.3
17.35497,98.15456,305.2,0.63,0.54,50,294.1,1.4
15.727,98.625,305.2,1.7,1.3,63,294.2,11.8
16.11742,101.47487,305.3,0.58,0.52,50,289.7,1.2
17.45049,98.51731,305.3,0.6,0.53,50,290.2,1
17.45049,98.51731,305.3,0.6,0.53,50,290.2,1.1
19.82623,100.31724,305.3,0.42,0.45,50,290.5,1.9
18.94956,98.41118,305.3,0.51,0.41,50,290.8,2.5
18.76335,98.07957,305.3,0.49,0.4,50,291.8,1
15.74984,98.78585,305.3,0.4,0.44,50,292.1,0.8
17.6327,98.10429,305.3,0.51,0.41,50,292.7,1.2
17.75348,98.12005,305.3,0.32,0.55,50,292.9,0.6
18.21721,98.84041,305.3,0.58,0.52,50,294.1,2.6
17.35474,98.14809,305.3,0.63,0.54,50,294.3,2.2
17.35474,98.14809,305.3,0.63,0.54,50,294.3,2.3
19.43917,101.0565,305.4,0.48,0.48,50,288.7,0.7
15.92066,98.95048,305.4,0.4,0.44,50,291.2,0.7
15.30035,98.75545,305.4,0.54,0.51,50,291.3,1.5
15.30035,98.75545,305.4,0.54,0.51,50,291.3,1.6
19.50782,98.05241,305.4,0.34,0.56,50,291.5,0.7
19.50782,98.05241,305.4,0.34,0.56,50,291.5,0.8
14.564,98.461,305.4,1.6,1.2,64,292,10.8
15.08315,98.91979,305.4,0.41,0.45,50,292.2,0.8
18.72092,99.51895,305.4,0.54,0.51,50,293.9,1.9
