latitude,longitude,brightness,scan,track,insert_time,satellite_date,confidence,bright_t31,frp,result
20.24812,99.72755,341.8,0.52,0.5,14:00:00,4/3/2020,nominal,311.3,11,NO
20.24869,99.73261,337.1,0.52,0.5,14:00:00,4/3/2020,nominal,308.9,11,NO
20.24967,100.3481,337.2,0.57,0.52,14:00:00,4/3/2020,low,307.4,6.5,NO
20.25156,99.72682,367,0.39,0.44,13:06:00,4/3/2020,high,313.2,15.3,YES
20.25223,99.73048,349.1,0.39,0.44,13:06:00,4/3/2020,nominal,308.2,15.3,NO
20.25268,99.72672,346.5,0.52,0.5,14:00:00,4/3/2020,nominal,314.7,11,YES
20.25327,99.7319,349.5,0.52,0.5,14:00:00,4/3/2020,nominal,312.7,11,NO
20.254,99.727,333.9,1.1,1,13:35:00,4/3/2020,82,310.3,25.5,YES
20.258,99.731,304.1,1.9,1.3,23:00:00,4/3/2020,55,293.2,12,YES
20.27416,99.68275,316,0.38,0.36,1:54:00,4/3/2020,nominal,291.9,1.4,NO
20.27746,99.68334,314.6,0.38,0.36,1:54:00,4/3/2020,nominal,296.3,1.6,NO
20.27766,100.25414,305.2,0.39,0.36,1:54:00,4/3/2020,nominal,294.9,1.9,NO
20.27804,99.67968,318.6,0.38,0.36,1:54:00,4/3/2020,nominal,293.9,2.1,NO
20.30621,100.0743,336.5,0.56,0.43,13:06:00,4/3/2020,nominal,308.5,1.8,NO
20.30621,100.0743,336.6,0.56,0.43,13:06:00,4/3/2020,nominal,308.5,2.5,NO
20.3102,100.07395,314.6,0.39,0.36,1:54:00,4/3/2020,nominal,295.1,1.7,NO
20.31351,100.07455,326.3,0.39,0.36,1:54:00,4/3/2020,nominal,295.9,1.7,NO
20.3141,100.07085,306.5,0.39,0.36,1:54:00,4/3/2020,nominal,294.6,1.8,NO
20.31682,100.07514,312.8,0.39,0.36,1:54:00,4/3/2020,nominal,295.4,2,NO
20.31682,100.07514,312.8,0.39,0.36,1:54:00,4/3/2020,nominal,295.4,2.1,NO
20.31752,100.07568,305.2,0.53,0.67,1:06:00,4/3/2020,nominal,293.6,1.6,NO
20.32674,100.07695,305.8,0.39,0.36,1:54:00,4/3/2020,nominal,294.8,0.8,NO
20.32674,100.07695,305.8,0.39,0.36,1:54:00,4/3/2020,nominal,294.8,0.9,NO
20.33123,100.07019,305.7,0.39,0.36,1:54:00,4/3/2020,nominal,292.5,0.7,NO
20.33123,100.07019,305.7,0.39,0.36,1:54:00,4/3/2020,nominal,292.5,0.8,NO
20.33183,100.06651,302.1,0.39,0.36,1:54:00,4/3/2020,nominal,291.5,0.5,NO
20.3398,100.37327,333.2,0.54,0.42,13:06:00,4/3/2020,nominal,302.5,2.3,NO
20.3398,100.37327,333.2,0.54,0.42,13:06:00,4/3/2020,nominal,302.5,2.4,NO
20.34453,100.2859,342,0.57,0.52,14:00:00,4/3/2020,nominal,310.1,11.4,NO
20.34455,100.28793,338,0.55,0.43,13:06:00,4/3/2020,nominal,309.3,5.1,NO
20.34518,100.28836,348.9,0.57,0.52,14:00:00,4/3/2020,nominal,311,9,NO
20.34625,99.48933,333.9,0.5,0.49,14:00:00,4/3/2020,nominal,307.9,4.5,YES
20.34625,100.28912,310.8,0.39,0.36,1:54:00,4/3/2020,nominal,296.1,2,YES
20.34625,100.28912,310.8,0.39,0.36,1:54:00,4/3/2020,nominal,296.1,2.1,YES
20.34759,99.48663,335,0.51,0.49,14:00:00,4/3/2020,nominal,306.6,5.4,YES
20.348,100.287,323.4,1,1,13:35:00,4/3/2020,46,310.8,9.1,NO
20.34834,100.28661,339.9,0.55,0.43,13:06:00,4/3/2020,nominal,309.9,5.1,NO
20.35975,100.28889,335.5,0.57,0.52,14:00:00,4/3/2020,nominal,310.3,3.2,NO
20.36069,100.28429,309.7,0.39,0.36,1:54:00,4/3/2020,nominal,295.1,1.8,NO
20.389,99.84,317.8,1.1,1,13:35:00,4/3/2020,48,303.3,8,NO
19.09349,99.35081,306.2,0.53,0.42,1:36:00,4/4/2020,nominal,293.1,1.1,NO
19.09828,99.34035,313,0.6,0.53,2:30:00,4/4/2020,nominal,290.7,1.3,NO
19.10063,99.3563,312,0.53,0.42,1:36:00,4/4/2020,nominal,294.7,1.8,NO
19.10242,99.34265,316.8,0.53,0.42,1:36:00,4/4/2020,nominal,293,1.7,NO
19.10242,99.34265,316.8,0.53,0.42,1:36:00,4/4/2020,nominal,293,1.8,NO
19.10316,99.33855,315.1,0.6,0.53,2:30:00,4/4/2020,nominal,291.8,4,NO
19.1045,99.35681,313.2,0.53,0.42,1:36:00,4/4/2020,nominal,295.5,1.8,NO
19.10492,99.357,336.6,0.41,0.37,13:42:00,4/4/2020,nominal,303.9,4.2,NO
19.105,99.362,304.8,1.8,1.3,1:45:00,4/4/2020,23,294.2,11.4,NO
19.10509,99.35232,340.7,0.53,0.42,1:36:00,4/4/2020,nominal,297.8,4.9,NO
19.10526,99.35264,310.8,0.6,0.53,2:30:00,4/4/2020,nominal,294.7,2.6,NO
19.10568,99.34782,316.5,0.53,0.42,1:36:00,4/4/2020,nominal,294.3,4.9,NO
19.10607,99.34051,351.4,0.41,0.37,13:42:00,4/4/2020,nominal,307.7,4.5,NO
19.10633,99.34283,314.5,0.53,0.42,1:36:00,4/4/2020,nominal,294.1,1.7,NO
19.10633,99.34283,314.5,0.53,0.42,1:36:00,4/4/2020,nominal,294.1,1.8,NO
19.10661,99.34436,333.4,0.41,0.37,13:42:00,4/4/2020,nominal,305.2,4.5,NO
19.10664,99.34592,333.1,0.6,0.53,2:30:00,4/4/2020,nominal,295.4,4,NO
19.107,99.347,306.8,1.8,1.3,1:45:00,4/4/2020,54,293.4,14.5,NO
19.10703,99.34521,330.2,0.44,0.62,12:48:00,4/4/2020,nominal,298.1,6.7,NO
19.10703,99.34521,330.2,0.44,0.62,12:48:00,4/4/2020,nominal,298.1,6.8,NO
19.1077,99.34074,315.7,0.6,0.53,2:30:00,4/4/2020,nominal,292.8,4,NO
19.1083,99.35638,336.5,0.41,0.37,13:42:00,4/4/2020,nominal,303.5,4.2,NO
19.10887,99.36043,345.8,0.41,0.37,13:42:00,4/4/2020,nominal,303.4,4.2,NO
19.10895,99.3529,312.8,0.53,0.42,1:36:00,4/4/2020,nominal,294.2,7.8,NO
19.109,99.358,314.8,1.8,1.3,1:45:00,4/4/2020,77,295,27.4,NO
19.10927,99.35551,337.2,0.43,0.62,12:48:00,4/4/2020,nominal,300.7,6.3,NO
19.10949,99.34019,332.2,0.41,0.37,13:42:00,4/4/2020,nominal,305.1,4.2,NO
19.10958,99.34808,352.5,0.53,0.42,1:36:00,4/4/2020,nominal,300.6,7.8,NO
19.10958,99.34808,352.6,0.53,0.42,1:36:00,4/4/2020,nominal,300.6,7.8,NO
19.11003,99.34402,349.3,0.41,0.37,13:42:00,4/4/2020,nominal,308.1,4.2,NO
19.11003,99.35372,314.2,0.6,0.53,2:30:00,4/4/2020,nominal,294.3,5.2,NO
19.11026,99.34286,312.9,0.53,0.42,1:36:00,4/4/2020,nominal,293.9,3.7,NO
19.11124,99.34784,344.9,0.6,0.53,2:30:00,4/4/2020,nominal,297.2,11.5,NO
19.11281,99.35349,308.3,0.53,0.42,1:36:00,4/4/2020,nominal,293.7,7.8,NO
19.11345,99.34367,346.1,0.41,0.37,13:42:00,4/4/2020,nominal,305.3,4.2,NO
19.11348,99.34835,343.2,0.53,0.42,1:36:00,4/4/2020,nominal,300.3,7.8,NO
19.11395,99.34481,333.6,0.77,0.78,14:30:00,4/4/2020,nominal,301.7,13.2,NO
19.11399,99.34749,341.8,0.41,0.37,13:42:00,4/4/2020,nominal,306.7,5.6,NO
19.114,99.35,326.2,1.1,1.1,11:10:00,4/4/2020,40,300.4,18.2,NO
19.11494,99.35432,367,0.43,0.62,12:48:00,4/4/2020,high,300.1,6.3,NO
19.11509,99.35526,347.8,0.41,0.37,13:42:00,4/4/2020,nominal,305.4,10.2,NO
19.11587,99.34961,341.3,0.6,0.53,2:30:00,4/4/2020,nominal,295.7,11.5,NO
19.11741,99.34711,334.3,0.41,0.37,13:42:00,4/4/2020,nominal,304.7,3.8,NO
19.11795,99.35093,344.1,0.41,0.37,13:42:00,4/4/2020,nominal,307.6,3.8,NO
19.119,99.347,306,1.8,1.3,1:45:00,4/4/2020,41,293.9,13.4,NO
19.12194,99.35378,331.5,0.77,0.78,14:30:00,4/4/2020,nominal,300.5,4.3,NO
19.12194,99.35378,331.5,0.77,0.78,14:30:00,4/4/2020,nominal,300.5,4.4,NO
19.19493,99.4228,315.5,0.6,0.53,2:30:00,4/4/2020,nominal,293.5,2.7,NO
19.20152,99.34547,318.3,0.54,0.42,1:36:00,4/4/2020,nominal,295.5,2.1,NO
19.20538,99.34614,308.4,0.54,0.42,1:36:00,4/4/2020,nominal,295.4,2.1,NO
19.20737,99.36108,313.5,0.53,0.42,1:36:00,4/4/2020,nominal,295,1.6,NO
19.20864,99.35133,309.2,0.53,0.42,1:36:00,4/4/2020,nominal,296.2,2,NO
19.20864,99.35133,309.2,0.53,0.42,1:36:00,4/4/2020,nominal,296.2,2.1,NO
19.20928,99.34643,320.4,0.54,0.42,1:36:00,4/4/2020,nominal,296.8,2.1,NO
19.20928,99.34643,320.5,0.54,0.42,1:36:00,4/4/2020,nominal,296.8,2,NO
19.21002,99.32763,308.1,0.59,0.53,2:30:00,4/4/2020,nominal,294.1,2,NO
19.21127,99.33109,313.5,0.54,0.42,1:36:00,4/4/2020,nominal,295.6,2.4,NO
19.2119,99.35656,308.6,0.53,0.42,1:36:00,4/4/2020,nominal,294.7,1.6,NO
19.21229,99.34943,343.9,0.41,0.37,13:42:00,4/4/2020,nominal,307.6,7.5,NO
19.24784,99.38273,306.4,0.53,0.42,1:36:00,4/4/2020,nominal,295.2,1.7,NO
19.34347,99.56086,304,0.52,0.42,1:36:00,4/4/2020,nominal,293.8,1.2,YES
19.34347,99.56086,304,0.52,0.42,1:36:00,4/4/2020,nominal,293.8,1.3,NO
19.38942,99.39382,308.9,0.53,0.42,1:36:00,4/4/2020,nominal,296.1,3.2,NO
19.39006,99.39518,310.6,0.53,0.42,1:36:00,4/4/2020,nominal,296.4,3.4,NO
19.39006,99.39518,310.6,0.53,0.42,1:36:00,4/4/2020,nominal,296.4,3.5,NO
19.39069,99.39021,306.5,0.53,0.42,1:36:00,4/4/2020,nominal,296.5,3.1,NO
19.39069,99.39021,306.5,0.53,0.42,1:36:00,4/4/2020,nominal,296.5,3.2,NO
19.3933,99.39425,319.9,0.53,0.42,1:36:00,4/4/2020,nominal,297.5,3.2,NO
19.39394,99.39565,315.9,0.53,0.42,1:36:00,4/4/2020,nominal,297.2,3.6,NO
19.39394,99.39565,316,0.53,0.42,1:36:00,4/4/2020,nominal,297.2,3.6,NO
19.41747,99.32613,336.4,0.43,0.62,12:48:00,4/4/2020,nominal,304.2,4.2,NO
19.41905,99.32832,335.5,0.41,0.37,13:42:00,4/4/2020,nominal,308,2.5,NO
19.4228,99.32488,326,0.54,0.42,1:36:00,4/4/2020,nominal,294.2,4.1,NO
19.44359,99.31711,311.1,0.54,0.42,1:36:00,4/4/2020,nominal,293.1,2,YES
19.44359,99.31711,311.1,0.54,0.42,1:36:00,4/4/2020,nominal,293.1,2.1,YES
19.45145,99.43243,315.1,0.6,0.53,2:30:00,4/4/2020,nominal,291,2.1,NO
19.45874,99.596,345.1,0.41,0.61,12:48:00,4/4/2020,nominal,302.4,6.1,NO
19.45984,99.5959,346.6,0.42,0.38,13:42:00,4/4/2020,nominal,306.4,5.6,NO
19.483,99.567,318.4,1.1,1.1,11:10:00,4/4/2020,49,304.5,8.2,NO
19.48343,99.56371,341.4,0.42,0.38,13:42:00,4/4/2020,nominal,310.9,7.8,NO
19.48976,99.69717,327.1,0.52,0.41,1:36:00,4/4/2020,nominal,299,5.3,NO
19.48976,99.69717,327.1,0.52,0.41,1:36:00,4/4/2020,nominal,299,5.4,NO
19.49262,99.69164,308.8,0.62,0.54,2:30:00,4/4/2020,nominal,296.1,3.2,NO
19.52628,99.87651,312.9,0.63,0.54,2:30:00,4/4/2020,nominal,296.2,4.5,NO
19.52735,99.87752,306.2,0.63,0.54,2:30:00,4/4/2020,nominal,296.2,3,NO
19.52873,99.57861,310.1,0.52,0.42,1:36:00,4/4/2020,nominal,293.6,1.7,NO
19.53034,99.57733,335.4,0.42,0.38,13:42:00,4/4/2020,nominal,306,2.4,NO
19.53041,99.57822,331.5,0.41,0.61,12:48:00,4/4/2020,low,303.8,2.7,NO
19.53257,99.57915,309.7,0.52,0.42,1:36:00,4/4/2020,nominal,292.9,1.3,NO
19.53357,99.57688,333.8,0.41,0.61,12:48:00,4/4/2020,nominal,304.1,3.3,NO
19.57226,99.57458,306.4,0.52,0.42,1:36:00,4/4/2020,nominal,295.5,3.3,NO
19.57226,99.57458,306.5,0.52,0.42,1:36:00,4/4/2020,nominal,295.5,3.4,NO
19.57561,99.57467,335.1,0.42,0.38,13:42:00,4/4/2020,low,309,3.1,NO
19.58654,99.57743,340.4,0.42,0.38,13:42:00,4/4/2020,low,314.6,8.7,NO
19.59748,99.30802,333.5,0.41,0.37,13:42:00,4/4/2020,nominal,304.1,2.7,NO
19.59755,99.3043,332.9,0.41,0.37,13:42:00,4/4/2020,low,305.1,6.2,NO
19.59809,99.31219,335.9,0.41,0.37,13:42:00,4/4/2020,nominal,305.8,2.8,NO
19.5987,99.31261,339.7,0.41,0.37,13:42:00,4/4/2020,nominal,305.7,4.8,NO
19.60707,99.59856,334,0.42,0.38,13:42:00,4/4/2020,low,307.8,1.3,NO
19.61243,99.33474,303.9,0.54,0.42,1:36:00,4/4/2020,nominal,293.9,1.1,NO
19.61266,99.61348,340.4,0.42,0.38,13:42:00,4/4/2020,nominal,306.6,5.3,NO
19.61338,99.60204,305.9,0.52,0.42,1:36:00,4/4/2020,nominal,292.7,2,NO
19.61338,99.60204,305.9,0.52,0.42,1:36:00,4/4/2020,nominal,292.7,2.1,NO
19.6158,99.31059,339.3,0.41,0.37,13:42:00,4/4/2020,nominal,306.1,3,NO
19.6165,99.60809,307.5,0.52,0.42,1:36:00,4/4/2020,nominal,295.4,2.6,NO
19.6172,99.60273,320.1,0.52,0.42,1:36:00,4/4/2020,nominal,294.8,2,NO
19.6172,99.60273,320.1,0.52,0.42,1:36:00,4/4/2020,nominal,294.8,2.1,NO
19.61921,99.60667,311.6,0.61,0.53,2:30:00,4/4/2020,nominal,295.2,3.2,NO
19.62102,99.60337,306,0.52,0.42,1:36:00,4/4/2020,nominal,295.1,1.4,NO
19.62102,99.60337,306,0.52,0.42,1:36:00,4/4/2020,nominal,295.1,1.5,NO
19.62103,99.33057,308.3,0.58,0.52,2:30:00,4/4/2020,nominal,293.9,4.1,NO
19.62109,99.33227,311.2,0.58,0.52,2:30:00,4/4/2020,nominal,294.3,2.1,NO
19.62209,99.30576,340.1,0.41,0.37,13:42:00,4/4/2020,low,310.9,8,NO
19.62365,99.34195,342.1,0.41,0.37,13:42:00,4/4/2020,nominal,307.4,4.1,NO
19.62558,99.33446,307.6,0.58,0.52,2:30:00,4/4/2020,nominal,294.8,2.1,NO
19.62606,99.30927,339.8,0.41,0.37,13:42:00,4/4/2020,nominal,310.5,4.6,NO
19.62661,99.31321,339.7,0.41,0.37,13:42:00,4/4/2020,nominal,307.3,4.6,NO
19.6282,99.3353,308.6,0.54,0.42,1:36:00,4/4/2020,nominal,295.7,3.1,NO
19.62882,99.31635,306,0.58,0.52,2:30:00,4/4/2020,nominal,293.5,2,NO
19.63015,99.31242,306.8,0.58,0.52,2:30:00,4/4/2020,nominal,293.4,1.6,NO
19.63049,99.33627,337,0.42,0.61,12:48:00,4/4/2020,nominal,303.1,3,NO
19.63049,99.33627,337,0.42,0.61,12:48:00,4/4/2020,nominal,303.1,3.1,NO
19.63313,99.88815,346.8,0.43,0.38,13:42:00,4/4/2020,nominal,316.8,8.4,NO
19.63337,99.33669,339.2,0.41,0.37,13:42:00,4/4/2020,low,312.4,7.7,NO
19.6359,99.33408,330.3,0.42,0.61,12:48:00,4/4/2020,nominal,304.8,2.3,NO
19.65144,99.4006,321.2,0.54,0.42,1:36:00,4/4/2020,nominal,294.8,3.4,NO
19.65144,99.4006,321.2,0.54,0.42,1:36:00,4/4/2020,nominal,294.8,3.5,NO
19.65162,99.40028,315.2,0.59,0.53,2:30:00,4/4/2020,nominal,293.5,3.6,NO
19.65246,99.37344,336.4,0.41,0.37,13:42:00,4/4/2020,low,307.7,2,NO
19.65491,99.6539,314.3,0.61,0.53,2:30:00,4/4/2020,nominal,295.2,3.5,NO
19.65781,99.37012,307.8,0.58,0.52,2:30:00,4/4/2020,nominal,294.7,2.4,NO
19.65913,99.37194,308.6,0.54,0.42,1:36:00,4/4/2020,nominal,295.6,1.7,NO
19.6598,99.36678,311.9,0.54,0.42,1:36:00,4/4/2020,nominal,294.5,1.7,NO
19.66025,99.3649,334.5,0.42,0.61,12:48:00,4/4/2020,nominal,302,4.6,NO
19.66025,99.3649,334.5,0.42,0.61,12:48:00,4/4/2020,nominal,302,4.7,NO
19.66071,99.59867,305.2,0.52,0.42,1:36:00,4/4/2020,nominal,293.1,1.2,NO
19.66088,99.59966,305.8,0.6,0.53,2:30:00,4/4/2020,nominal,292.7,1.3,NO
19.66367,99.36752,314.7,0.54,0.42,1:36:00,4/4/2020,nominal,295.6,1.7,YES
19.66372,99.36543,308.1,0.58,0.52,2:30:00,4/4/2020,nominal,293.7,1.4,YES
19.665,99.367,329.3,1.1,1,11:10:00,4/4/2020,79,303.9,20.5,YES
19.667,99.357,322.3,1.1,1,11:10:00,4/4/2020,58,304.8,10.6,YES
19.66755,99.36812,306.7,0.54,0.42,1:36:00,4/4/2020,nominal,295.2,2,NO
19.6684,99.36269,346.2,0.41,0.37,13:42:00,4/4/2020,nominal,309.5,4.3,NO
19.66849,99.36631,305.6,0.58,0.52,2:30:00,4/4/2020,nominal,293.9,1.4,NO
19.672,99.364,329.4,1.1,1,11:10:00,4/4/2020,79,303,20.7,YES
19.67241,100.28233,310.2,0.48,0.4,1:36:00,4/4/2020,nominal,293.6,1,NO
19.67441,99.46603,311.5,0.53,0.42,1:36:00,4/4/2020,nominal,296,3.4,NO
19.67441,99.46603,311.5,0.53,0.42,1:36:00,4/4/2020,nominal,296,3.5,NO
19.6815,99.35662,342.7,0.41,0.37,13:42:00,4/4/2020,nominal,311.1,4.4,NO
19.68383,99.34838,343.1,0.41,0.37,13:42:00,4/4/2020,nominal,312.3,5.8,NO
19.68579,99.34989,317.8,0.54,0.42,1:36:00,4/4/2020,nominal,295.7,4.1,NO
19.68579,99.34989,317.8,0.54,0.42,1:36:00,4/4/2020,nominal,295.7,4.2,NO
19.68609,99.35273,308,0.58,0.52,2:30:00,4/4/2020,nominal,294.7,2.9,NO
19.68711,99.34773,308.1,0.58,0.52,2:30:00,4/4/2020,nominal,294.4,1.9,NO
19.689,99.63914,305.5,0.52,0.42,1:36:00,4/4/2020,nominal,293.8,0.9,NO
19.689,99.63914,305.5,0.52,0.42,1:36:00,4/4/2020,nominal,293.8,1,NO
19.69349,99.35159,310.7,0.54,0.42,1:36:00,4/4/2020,nominal,294.8,2.6,NO
19.69571,99.35401,306.5,0.58,0.52,2:30:00,4/4/2020,nominal,293.6,1,NO
19.71168,99.36397,305.7,0.54,0.42,1:36:00,4/4/2020,nominal,294.5,1.4,NO
19.71219,99.36588,306.2,0.54,0.42,1:36:00,4/4/2020,nominal,294.6,1.5,NO
19.71322,99.3652,310.8,0.58,0.52,2:30:00,4/4/2020,nominal,294.1,2.3,NO
19.71393,99.80473,308.3,0.51,0.41,1:36:00,4/4/2020,nominal,294.7,2.2,NO
19.71553,99.3648,311.4,0.54,0.42,1:36:00,4/4/2020,nominal,295.1,2.1,NO
19.71671,99.36144,306,0.54,0.42,1:36:00,4/4/2020,nominal,294.2,1.5,NO
19.71803,99.36584,316.1,0.58,0.52,2:30:00,4/4/2020,nominal,294.9,2.3,NO
19.72827,99.48691,326.4,0.53,0.42,1:36:00,4/4/2020,nominal,293.8,2.6,NO
19.72904,99.48331,306,0.59,0.53,2:30:00,4/4/2020,nominal,291.6,2.1,NO
19.73213,99.48756,308.8,0.53,0.42,1:36:00,4/4/2020,nominal,294.4,2.6,NO
19.73442,99.42436,332,0.79,0.78,14:30:00,4/4/2020,nominal,305.7,6.9,NO
19.73442,99.42436,332,0.79,0.78,14:30:00,4/4/2020,nominal,305.7,7,NO
19.73489,99.43037,333.7,0.79,0.78,14:30:00,4/4/2020,nominal,304.8,8.3,NO
19.73489,99.43037,333.7,0.79,0.78,14:30:00,4/4/2020,nominal,304.8,8.4,NO
19.73493,99.42393,332.8,0.79,0.78,14:30:00,4/4/2020,nominal,305.3,5.3,NO
19.73493,99.42393,332.8,0.79,0.78,14:30:00,4/4/2020,nominal,305.3,5.4,NO
19.73536,99.42997,332.7,0.79,0.78,14:30:00,4/4/2020,nominal,304.7,5.3,NO
19.73536,99.42997,332.7,0.79,0.78,14:30:00,4/4/2020,nominal,304.7,5.4,NO
19.74267,99.40604,307.3,0.54,0.42,1:36:00,4/4/2020,nominal,293.9,1.4,NO
19.74267,99.40604,307.3,0.54,0.42,1:36:00,4/4/2020,nominal,293.9,1.5,NO
19.74657,99.40643,330.9,0.54,0.42,1:36:00,4/4/2020,nominal,292.7,3.7,NO
19.77547,99.58099,332.6,0.42,0.38,13:42:00,4/4/2020,nominal,304.5,2.2,NO
19.7757,99.58632,337.1,0.41,0.6,12:48:00,4/4/2020,nominal,304.4,4.7,NO
19.77605,99.58522,340.7,0.42,0.38,13:42:00,4/4/2020,nominal,305.6,4.5,NO
19.77718,99.58463,337.1,0.41,0.6,12:48:00,4/4/2020,nominal,303.3,2.5,NO
19.78806,99.46924,340.4,0.42,0.37,13:42:00,4/4/2020,nominal,306.3,3.7,NO
19.79397,99.40878,303.3,0.58,0.52,2:30:00,4/4/2020,nominal,292,0.5,NO
19.80246,100.42799,304.2,0.34,0.56,2:30:00,4/4/2020,nominal,293.5,0.6,NO
19.80491,99.66312,314.6,0.52,0.42,1:36:00,4/4/2020,nominal,294.7,3,NO
19.80555,99.65819,311.6,0.52,0.42,1:36:00,4/4/2020,nominal,294.5,3,NO
19.80608,99.66256,311.5,0.61,0.53,2:30:00,4/4/2020,nominal,294.6,2.7,NO
19.80688,100.07743,335.3,0.44,0.38,13:42:00,4/4/2020,low,307.6,2.2,NO
19.80729,99.65675,315.8,0.61,0.53,2:30:00,4/4/2020,nominal,293.4,2.7,NO
19.80873,99.66376,315.7,0.52,0.42,1:36:00,4/4/2020,nominal,296.8,3,NO
19.80937,99.65884,337.8,0.52,0.42,1:36:00,4/4/2020,nominal,298.3,3,NO
19.80977,100.06915,335.5,0.44,0.38,13:42:00,4/4/2020,nominal,309,2.6,NO
19.80983,100.07279,343.3,0.44,0.38,13:42:00,4/4/2020,nominal,308.5,5.1,NO
19.81033,100.0733,338.5,0.44,0.38,13:42:00,4/4/2020,nominal,308.2,4.5,NO
19.81089,100.07749,344.6,0.44,0.38,13:42:00,4/4/2020,nominal,307.2,4.5,NO
19.81213,99.65767,304.1,0.61,0.53,2:30:00,4/4/2020,nominal,293.9,2.7,NO
19.81393,100.07649,344,0.44,0.38,13:42:00,4/4/2020,nominal,309.1,5.1,NO
19.8147,99.57972,333.7,0.41,0.6,12:48:00,4/4/2020,nominal,299,4.3,NO
19.8147,99.57972,333.7,0.41,0.6,12:48:00,4/4/2020,nominal,299,4.4,NO
19.81552,100.07697,311.1,0.5,0.41,1:36:00,4/4/2020,nominal,295.2,1.9,NO
19.81552,100.07697,311.1,0.5,0.41,1:36:00,4/4/2020,nominal,295.2,2,NO
19.8183,99.65022,308.9,0.52,0.42,1:36:00,4/4/2020,nominal,295,2.7,NO
19.82149,99.65571,314.1,0.52,0.42,1:36:00,4/4/2020,nominal,294.3,3.3,NO
19.82149,99.65571,314.2,0.52,0.42,1:36:00,4/4/2020,nominal,294.3,3.3,NO
19.82213,99.65079,338.1,0.52,0.42,1:36:00,4/4/2020,nominal,297.7,3.3,NO
19.82277,99.64592,343.7,0.52,0.42,1:36:00,4/4/2020,nominal,298.9,9.1,NO
19.82277,99.64592,343.7,0.52,0.42,1:36:00,4/4/2020,nominal,298.9,9.2,NO
19.82295,99.65405,304.6,0.6,0.53,2:30:00,4/4/2020,nominal,293.2,2.5,NO
19.82417,99.64812,322.3,0.6,0.53,2:30:00,4/4/2020,nominal,295.6,2.5,NO
19.825,99.651,311.8,1.8,1.3,1:45:00,4/4/2020,83,295.1,22.9,NO
19.82568,99.44201,340.1,0.41,0.61,12:48:00,4/4/2020,nominal,299.2,4.3,NO
19.82596,99.65133,308,0.52,0.42,1:36:00,4/4/2020,nominal,293.5,3.3,NO
19.8266,99.64643,341.4,0.52,0.42,1:36:00,4/4/2020,nominal,298.6,9.1,NO
19.8266,99.64643,341.5,0.52,0.42,1:36:00,4/4/2020,nominal,298.6,9.2,NO
19.8274,99.43975,303.8,0.59,0.53,2:30:00,4/4/2020,nominal,293,2.1,NO
19.829,99.443,320.2,1.8,1.3,1:45:00,4/4/2020,100,294.8,40.5,YES
19.82926,99.43832,338.3,0.42,0.37,13:42:00,4/4/2020,nominal,303.9,5.3,NO
19.82942,99.44264,339.4,0.54,0.42,1:36:00,4/4/2020,nominal,305,31.2,YES
19.82942,99.44264,339.4,0.54,0.42,1:36:00,4/4/2020,nominal,305,32,YES
19.83006,99.43767,341.9,0.54,0.42,1:36:00,4/4/2020,nominal,297.6,31.2,NO
19.83006,99.43767,341.9,0.54,0.42,1:36:00,4/4/2020,nominal,297.6,32,NO
19.83044,99.64697,307.1,0.52,0.42,1:36:00,4/4/2020,nominal,293.7,0.9,NO
19.83149,99.46913,332.2,0.41,0.61,12:48:00,4/4/2020,nominal,302,12.8,NO
19.83201,99.44144,316.9,0.59,0.53,2:30:00,4/4/2020,nominal,294.5,2.1,NO
19.83225,99.43994,323,0.59,0.53,2:30:00,4/4/2020,nominal,294.7,4.3,NO
19.833,99.452,328.1,3,1.6,14:15:00,4/4/2020,76,303.5,82.1,YES
19.833,99.474,321.7,1.1,1.1,11:10:00,4/4/2020,66,305.5,11.6,YES
19.83333,99.4429,313.9,0.54,0.42,1:36:00,4/4/2020,nominal,294.6,2.4,NO
19.83333,99.4429,313.9,0.54,0.42,1:36:00,4/4/2020,nominal,294.6,2.5,NO
19.83377,99.47017,337.7,0.42,0.38,13:42:00,4/4/2020,nominal,305.8,61.5,NO
19.834,99.457,329.8,3,1.6,14:15:00,4/4/2020,78,303.5,93.8,YES
19.83451,99.4645,323.4,0.54,0.42,1:36:00,4/4/2020,nominal,295.1,4.7,NO
19.83462,99.43295,303.5,0.54,0.42,1:36:00,4/4/2020,nominal,293.2,1.2,NO
19.835,99.463,327,1.1,1.1,11:10:00,4/4/2020,75,304.8,18.6,YES
19.83541,99.43333,355.6,0.42,0.37,13:42:00,4/4/2020,nominal,310.7,15.4,NO
19.83542,99.46779,367,0.41,0.61,12:48:00,4/4/2020,high,305.1,16.8,NO
19.83576,99.4347,340.6,0.42,0.61,12:48:00,4/4/2020,nominal,298.4,7.4,NO
19.83576,99.4347,340.6,0.42,0.61,12:48:00,4/4/2020,nominal,298.4,7.5,NO
19.836,99.449,317.6,1.8,1.3,1:45:00,4/4/2020,95,294.3,34.1,YES
19.83618,99.47119,337.3,0.41,0.61,12:48:00,4/4/2020,nominal,299.2,17.1,NO
19.83618,99.4712,337.3,0.41,0.61,12:48:00,4/4/2020,nominal,299.2,17.1,NO
19.83634,99.46557,340.3,0.42,0.38,13:42:00,4/4/2020,nominal,309.6,27.1,NO
19.83663,99.46561,340.8,0.42,0.37,13:42:00,4/4/2020,nominal,309.4,30.8,NO
