latitude,longitude,brightness,scan,track,insert_time,satellite_date,confidence,bright_t31,frp,result
19.201,99.334,316.4,1,1,11:00:00,4/6/2020,40,299.8,8.2,YES
19.24623,99.43124,345.1,0.39,0.44,13:54:00,4/6/2020,nominal,307,3.3,YES
19.24757,99.43022,306.3,0.4,0.37,1:54:00,4/6/2020,nominal,293.3,0.8,NO
19.24813,99.42651,306.5,0.4,0.37,1:54:00,4/6/2020,nominal,294.9,0.8,NO
19.24975,99.42677,335.2,0.38,0.44,13:54:00,4/6/2020,nominal,305.6,3.3,YES
19.24975,99.42677,335.3,0.38,0.44,13:54:00,4/6/2020,nominal,305.6,3.3,YES
19.25091,99.43079,310.3,0.4,0.37,1:54:00,4/6/2020,nominal,294.8,1.4,NO
19.25146,99.4271,313,0.4,0.37,1:54:00,4/6/2020,nominal,295.5,1.4,NO
19.25369,99.43504,302.8,0.4,0.37,1:54:00,4/6/2020,nominal,292,0.5,NO
19.42492,99.6745,334.3,0.4,0.44,13:54:00,4/6/2020,nominal,301.2,2.8,NO
19.45584,99.42173,302.1,0.4,0.37,1:54:00,4/6/2020,nominal,290.4,0.2,NO
19.46206,99.605,330.7,0.4,0.44,13:54:00,4/6/2020,low,302.8,3.2,NO
19.46279,99.59912,307.2,0.39,0.36,1:54:00,4/6/2020,nominal,293.7,1.1,NO
19.46557,99.60335,310.3,0.39,0.36,1:54:00,4/6/2020,nominal,294.7,1.1,NO
19.4733,99.57462,303.8,0.39,0.36,1:54:00,4/6/2020,nominal,292.4,0.7,NO
19.47441,99.58995,306.2,0.39,0.36,1:54:00,4/6/2020,nominal,293.3,1,NO
19.47496,99.5863,312.4,0.39,0.36,1:54:00,4/6/2020,nominal,293.4,1,NO
19.47569,99.58154,342.5,0.4,0.44,13:54:00,4/6/2020,nominal,301.4,6.3,NO
19.47841,99.57845,305.6,0.48,0.64,2:42:00,4/6/2020,nominal,291.3,1.5,NO
19.47941,99.57937,305,0.39,0.36,1:54:00,4/6/2020,nominal,293.8,0.8,NO
19.48721,99.57276,320.3,0.39,0.36,1:54:00,4/6/2020,nominal,295.2,1.9,NO
19.51613,99.64796,341.4,0.52,0.5,13:00:00,4/6/2020,nominal,299.9,6.4,YES
19.53604,99.87924,314,0.39,0.36,1:54:00,4/6/2020,nominal,296.1,1.4,NO
19.53702,99.88046,314,0.49,0.65,2:42:00,4/6/2020,nominal,292.5,2.7,NO
19.53935,99.87979,318.5,0.39,0.36,1:54:00,4/6/2020,nominal,296.8,1.4,NO
19.54201,99.87951,332.2,0.41,0.45,13:54:00,4/6/2020,low,302.5,2.6,NO
19.54201,99.87951,332.3,0.41,0.45,13:54:00,4/6/2020,low,302.5,2.6,NO
19.589,99.32,334.2,1,1,11:00:00,4/6/2020,83,303.2,27.9,YES
19.591,99.311,346.8,1,1,11:00:00,4/6/2020,93,302.4,50.5,YES
19.59702,99.29631,301.2,0.4,0.37,1:54:00,4/6/2020,nominal,290.3,0.4,NO
19.59728,99.33453,341.3,0.54,0.51,13:00:00,4/6/2020,nominal,298.7,5.4,YES
19.59745,99.33198,339.5,0.54,0.51,13:00:00,4/6/2020,nominal,300.3,7.1,YES
19.60152,99.33514,303,0.4,0.37,1:54:00,4/6/2020,nominal,292.5,0.5,NO
19.60582,99.62895,330.2,0.4,0.44,13:54:00,4/6/2020,low,302,2,NO
19.60582,99.62895,330.3,0.4,0.44,13:54:00,4/6/2020,low,301.9,2,NO
19.60601,99.30513,303.8,0.4,0.37,1:54:00,4/6/2020,nominal,292.9,0.8,NO
19.60604,99.61792,316.9,0.39,0.36,1:54:00,4/6/2020,nominal,296.2,2,NO
19.60657,99.30141,307.2,0.4,0.37,1:54:00,4/6/2020,nominal,292.8,0.8,NO
19.60658,99.33834,310,0.4,0.37,1:54:00,4/6/2020,nominal,293.7,2.3,NO
19.6066,99.61419,317.4,0.39,0.36,1:54:00,4/6/2020,nominal,296.2,2,NO
19.60711,99.31143,304.9,0.4,0.37,1:54:00,4/6/2020,nominal,294.1,1.1,NO
19.60765,99.30777,306.3,0.4,0.37,1:54:00,4/6/2020,nominal,294.1,1.1,NO
19.6082,99.30408,318.4,0.4,0.37,1:54:00,4/6/2020,nominal,294.5,3.1,NO
19.61047,99.31188,314.1,0.4,0.37,1:54:00,4/6/2020,nominal,294.8,1.1,NO
19.61221,99.34659,311.2,0.4,0.37,1:54:00,4/6/2020,nominal,294.7,1.5,NO
19.614,99.598,325.6,1,1,11:00:00,4/6/2020,74,302.3,14.3,YES
19.61475,99.35167,313.3,0.46,0.63,2:42:00,4/6/2020,nominal,292.4,1.6,NO
19.61475,99.35167,313.3,0.46,0.63,2:42:00,4/6/2020,nominal,292.4,1.7,NO
19.61487,99.3477,318.4,0.46,0.63,2:42:00,4/6/2020,nominal,292.5,2.8,NO
19.61502,99.35072,305.5,0.4,0.37,1:54:00,4/6/2020,nominal,294.4,0.8,NO
19.61557,99.34702,307.1,0.4,0.37,1:54:00,4/6/2020,nominal,294.4,0.8,NO
19.61588,99.34651,306.9,0.46,0.63,2:42:00,4/6/2020,nominal,292,1.6,NO
19.61588,99.34651,306.9,0.46,0.63,2:42:00,4/6/2020,nominal,292,1.7,NO
19.616,99.59952,337.6,0.52,0.5,13:00:00,4/6/2020,nominal,299,5.9,YES
19.61605,99.29729,318.5,0.4,0.37,1:54:00,4/6/2020,nominal,294.9,2.2,NO
19.61837,99.59673,347.1,0.4,0.44,13:54:00,4/6/2020,nominal,302.9,9.9,NO
19.61837,99.59673,347.1,0.4,0.44,13:54:00,4/6/2020,nominal,302.9,10,NO
19.61839,99.35115,307.4,0.4,0.37,1:54:00,4/6/2020,nominal,295.1,0.8,NO
19.61938,99.27473,305.2,0.4,0.37,1:54:00,4/6/2020,nominal,293.5,0.9,NO
19.61942,99.29774,325.5,0.4,0.37,1:54:00,4/6/2020,nominal,296,2.2,NO
19.63023,99.30824,340.5,0.54,0.51,13:00:00,4/6/2020,nominal,301.3,10.9,NO
19.63119,99.31312,345.2,0.54,0.51,13:00:00,4/6/2020,nominal,301.8,14.1,NO
19.63189,99.30843,341,0.38,0.43,13:54:00,4/6/2020,nominal,301.4,2.4,NO
19.63378,99.32365,331.4,0.38,0.43,13:54:00,4/6/2020,nominal,300.8,3.8,NO
19.635,99.326,323.4,1,1,11:00:00,4/6/2020,48,304.4,10.4,NO
19.636,99.317,324.7,1,1,11:00:00,4/6/2020,63,303.5,12.9,NO
19.63624,99.32333,308,0.4,0.37,1:54:00,4/6/2020,nominal,294.5,0.9,NO
19.63679,99.3196,307.9,0.4,0.37,1:54:00,4/6/2020,nominal,295,0.9,NO
19.63735,99.31585,310.9,0.4,0.37,1:54:00,4/6/2020,nominal,295.4,2,NO
19.63829,99.32718,341.9,0.38,0.43,13:54:00,4/6/2020,nominal,302.3,3.1,NO
19.6385,99.32597,334.1,0.54,0.51,13:00:00,4/6/2020,nominal,298.6,9.6,NO
19.63951,99.30422,338.4,0.38,0.43,13:54:00,4/6/2020,nominal,301.2,5.6,NO
19.63951,99.30422,338.4,0.38,0.43,13:54:00,4/6/2020,nominal,301.2,5.7,NO
19.64071,99.31635,315.7,0.4,0.37,1:54:00,4/6/2020,nominal,294.9,1.5,NO
19.6423,99.32665,332.7,0.38,0.43,13:54:00,4/6/2020,nominal,301.5,3.1,NO
19.64351,99.32063,307.3,0.4,0.37,1:54:00,4/6/2020,nominal,294.8,2.3,NO
19.64407,99.31684,319,0.4,0.37,1:54:00,4/6/2020,nominal,293.9,1.5,NO
19.64446,99.31126,345.1,0.38,0.43,13:54:00,4/6/2020,nominal,303.2,7.3,NO
19.645,99.318,329,1,1,11:00:00,4/6/2020,67,305.1,16.6,NO
19.64506,99.3485,304.9,0.46,0.63,2:42:00,4/6/2020,nominal,291.2,0.8,NO
19.64519,99.35564,314.4,0.4,0.37,1:54:00,4/6/2020,nominal,295.5,1.2,NO
19.64575,99.35185,309.4,0.4,0.37,1:54:00,4/6/2020,nominal,295.1,1.2,NO
19.64632,99.34801,305.4,0.4,0.37,1:54:00,4/6/2020,nominal,294.6,0.8,NO
19.65094,99.34932,304.4,0.46,0.63,2:42:00,4/6/2020,nominal,291.7,0.8,NO
19.65636,99.34977,320.9,0.4,0.37,1:54:00,4/6/2020,nominal,294.6,2,NO
19.65754,99.35071,333.7,0.39,0.44,13:54:00,4/6/2020,low,307.5,7.9,NO
19.65754,99.35071,333.7,0.39,0.44,13:54:00,4/6/2020,low,307.5,8,NO
19.658,99.356,326.1,1,1,11:00:00,4/6/2020,64,302.9,13.1,NO
19.659,99.346,336.8,1,1,11:00:00,4/6/2020,85,305.8,27.3,NO
19.66113,99.34672,343.4,0.39,0.44,13:54:00,4/6/2020,nominal,308.1,7.9,NO
19.66113,99.34672,343.4,0.39,0.44,13:54:00,4/6/2020,nominal,308.1,8,NO
19.66156,99.3502,345.8,0.39,0.44,13:54:00,4/6/2020,nominal,311.2,7.9,NO
19.66156,99.3502,345.8,0.39,0.44,13:54:00,4/6/2020,nominal,311.2,8,NO
19.66328,100.27766,344.2,0.47,0.48,13:00:00,4/6/2020,nominal,304.3,11,NO
19.66439,100.28014,335.7,0.44,0.46,13:54:00,4/6/2020,nominal,304.4,7.9,NO
19.66439,100.28014,335.7,0.44,0.46,13:54:00,4/6/2020,nominal,304.4,8,NO
19.6645,100.27466,332.8,0.47,0.48,13:00:00,4/6/2020,low,303.4,4.5,NO
19.67423,99.34507,303.7,0.4,0.37,1:54:00,4/6/2020,nominal,292.4,0.9,NO
19.69762,99.75455,329.2,0.39,0.36,1:54:00,4/6/2020,nominal,294.9,2.8,NO
19.71,99.57,317.4,1,1,11:00:00,4/6/2020,47,303.4,6.1,NO
19.71024,99.57121,308.6,0.47,0.64,2:42:00,4/6/2020,nominal,290.2,1.1,NO
19.71112,99.57362,306.4,0.39,0.37,1:54:00,4/6/2020,nominal,292.8,0.6,NO
19.71167,99.5699,303.3,0.39,0.37,1:54:00,4/6/2020,nominal,291.4,0.6,NO
19.74203,99.53278,355.1,0.4,0.44,13:54:00,4/6/2020,nominal,306.2,18.1,NO
19.77852,99.46629,305.5,0.4,0.37,1:54:00,4/6/2020,nominal,292.8,1,NO
19.79691,99.45795,309.3,0.4,0.37,1:54:00,4/6/2020,nominal,294.4,1.3,NO
19.79816,99.45252,343.1,0.39,0.44,13:54:00,4/6/2020,nominal,305.6,5.2,NO
19.7986,99.45605,337.6,0.39,0.44,13:54:00,4/6/2020,nominal,302.8,5.6,NO
19.80219,99.45182,340.3,0.39,0.44,13:54:00,4/6/2020,nominal,301.6,4.3,NO
19.80346,99.462,348.1,0.39,0.44,13:54:00,4/6/2020,nominal,303.1,5.9,YES
19.80667,99.45467,330.1,0.39,0.44,13:54:00,4/6/2020,low,301.8,4.7,YES
19.80708,99.45801,338.8,0.39,0.44,13:54:00,4/6/2020,nominal,303.2,4.7,YES
19.82247,100.27289,334.7,0.46,0.47,13:00:00,4/6/2020,nominal,301.3,4.4,NO
19.82395,100.26033,335.3,0.44,0.46,13:54:00,4/6/2020,nominal,304.9,3.5,NO
19.82438,100.264,340.3,0.44,0.46,13:54:00,4/6/2020,nominal,304.6,4.1,NO
19.82438,100.264,340.3,0.44,0.46,13:54:00,4/6/2020,nominal,304.6,4.2,NO
19.82475,100.26144,333,0.47,0.47,13:00:00,4/6/2020,low,304.1,3.1,NO
19.84712,99.6775,335.7,0.4,0.45,13:54:00,4/6/2020,nominal,302.8,6.1,NO
19.84712,99.6775,335.7,0.4,0.45,13:54:00,4/6/2020,nominal,302.8,6.2,NO
19.84993,99.4854,311,0.4,0.37,1:54:00,4/6/2020,nominal,293.9,1.5,NO
19.85048,99.48165,311.7,0.4,0.37,1:54:00,4/6/2020,nominal,294.1,1.7,NO
19.85138,99.48011,298.1,0.46,0.64,2:42:00,4/6/2020,nominal,282.4,1.4,NO
19.85138,99.48011,298.1,0.46,0.64,2:42:00,4/6/2020,nominal,282.4,1.5,NO
19.85142,99.68079,311,0.39,0.36,1:54:00,4/6/2020,nominal,289.8,1.2,NO
19.85224,99.47629,313.6,0.46,0.64,2:42:00,4/6/2020,nominal,288.1,2.1,NO
19.8526,99.48066,312.6,0.72,0.75,1:00:00,4/6/2020,nominal,290.2,3,NO
19.8526,99.48066,312.6,0.72,0.75,1:00:00,4/6/2020,nominal,290.2,3.1,NO
19.85383,99.48218,327.4,0.4,0.37,1:54:00,4/6/2020,nominal,294.4,2.1,NO
19.8544,99.47836,316.8,0.4,0.37,1:54:00,4/6/2020,nominal,293.4,2.1,NO
19.85489,99.48314,301.4,0.71,0.75,1:00:00,4/6/2020,nominal,288.7,1.2,NO
19.85489,99.48314,301.4,0.71,0.75,1:00:00,4/6/2020,nominal,288.7,1.3,NO
19.85552,99.49386,303.3,0.4,0.37,1:54:00,4/6/2020,nominal,293.1,1,NO
19.85558,99.4745,300.6,0.72,0.75,1:00:00,4/6/2020,nominal,288.5,1.2,NO
19.85558,99.4745,300.6,0.72,0.75,1:00:00,4/6/2020,nominal,288.5,1.3,NO
19.86375,99.4614,301.9,0.72,0.75,1:00:00,4/6/2020,nominal,288.9,1.9,NO
19.86375,99.4614,301.9,0.72,0.75,1:00:00,4/6/2020,nominal,288.9,2.1,NO
19.86448,99.41068,305.9,0.4,0.37,1:54:00,4/6/2020,nominal,293.1,1,NO
19.86726,99.46107,309.3,0.4,0.37,1:54:00,4/6/2020,nominal,291.4,2,NO
19.86783,99.4573,323.3,0.4,0.37,1:54:00,4/6/2020,nominal,293.5,2,NO
19.86849,99.458,309.6,0.72,0.75,1:00:00,4/6/2020,nominal,288.5,2.5,NO
19.86849,99.458,309.6,0.72,0.75,1:00:00,4/6/2020,nominal,288.5,2.6,NO
19.86973,99.41534,350.3,0.53,0.5,13:00:00,4/6/2020,nominal,298.4,14.8,YES
19.87,99.421,320.8,1,1,11:00:00,4/6/2020,50,306.5,7.6,YES
19.88089,99.68557,326.3,0.39,0.36,1:54:00,4/6/2020,nominal,294.6,3.2,NO
19.88144,99.64021,308.5,0.39,0.37,1:54:00,4/6/2020,nominal,294.3,1.3,NO
19.882,99.63653,310,0.39,0.37,1:54:00,4/6/2020,nominal,295.7,1.3,NO
19.8831,99.62919,307.1,0.39,0.37,1:54:00,4/6/2020,nominal,294.4,2.5,NO
19.88354,99.6308,308.8,0.7,0.75,1:00:00,4/6/2020,nominal,291.3,2.1,NO
19.88366,99.6255,312.2,0.39,0.37,1:54:00,4/6/2020,nominal,292,1.6,NO
19.884,99.62489,308.7,0.7,0.75,1:00:00,4/6/2020,nominal,290.8,2.1,NO
19.88414,99.5995,311.1,0.4,0.37,1:54:00,4/6/2020,nominal,292.1,2.1,NO
19.8853,99.63316,318.7,0.39,0.37,1:54:00,4/6/2020,nominal,297.1,1.7,NO
19.88585,99.62951,327.4,0.39,0.37,1:54:00,4/6/2020,nominal,296.6,1.7,NO
19.886,99.63,318.1,1,1,11:00:00,4/6/2020,42,300.6,7,NO
19.8864,99.62582,315.4,0.39,0.37,1:54:00,4/6/2020,nominal,293.6,2.1,NO
19.88863,99.63377,314.1,0.39,0.37,1:54:00,4/6/2020,nominal,294.8,1.7,NO
19.88917,99.63013,313.4,0.39,0.37,1:54:00,4/6/2020,nominal,294.3,1.7,NO
19.88997,99.53129,331.7,0.4,0.44,13:54:00,4/6/2020,nominal,301.2,2.1,NO
19.89277,99.5204,341,0.4,0.44,13:54:00,4/6/2020,nominal,303.3,10.4,NO
19.89277,99.5204,341,0.4,0.44,13:54:00,4/6/2020,nominal,303.3,10.7,NO
19.89309,99.69534,321,0.39,0.36,1:54:00,4/6/2020,nominal,293.4,2.1,NO
19.89319,99.52383,351.7,0.4,0.44,13:54:00,4/6/2020,nominal,307.9,10.4,NO
19.89319,99.52383,351.7,0.4,0.44,13:54:00,4/6/2020,nominal,307.9,10.7,NO
19.89361,99.52722,350.1,0.4,0.44,13:54:00,4/6/2020,nominal,302.6,5.6,NO
19.89361,99.52722,350.1,0.4,0.44,13:54:00,4/6/2020,nominal,302.6,5.7,NO
19.89386,99.53512,309.2,0.4,0.37,1:54:00,4/6/2020,nominal,292.3,0.9,NO
19.894,99.536,331.5,1.8,1.3,14:05:00,4/6/2020,68,299.8,52.1,NO
19.89442,99.53136,311.9,0.4,0.37,1:54:00,4/6/2020,nominal,294.4,0.9,NO
19.89571,99.43134,311.3,0.4,0.37,1:54:00,4/6/2020,nominal,294.5,1.3,NO
19.89597,99.51279,342.3,0.4,0.44,13:54:00,4/6/2020,nominal,303.4,7,NO
19.896,99.435,321.9,1,1,11:00:00,4/6/2020,52,303.4,8.5,NO
19.89627,99.4276,309.4,0.4,0.37,1:54:00,4/6/2020,nominal,294.4,1.6,NO
19.89635,99.60504,306.7,0.4,0.37,1:54:00,4/6/2020,nominal,292.2,0.7,NO
19.89642,99.5164,346.9,0.4,0.44,13:54:00,4/6/2020,nominal,304.1,7,NO
19.89684,99.42383,316.6,0.4,0.37,1:54:00,4/6/2020,nominal,295.2,1.6,NO
19.89685,99.51994,337.6,0.4,0.44,13:54:00,4/6/2020,nominal,302.5,10.4,NO
19.89685,99.51994,337.6,0.4,0.44,13:54:00,4/6/2020,nominal,302.5,10.7,NO
19.89727,99.52335,367,0.4,0.44,13:54:00,4/6/2020,high,304.1,10.4,NO
19.89727,99.52335,367,0.4,0.44,13:54:00,4/6/2020,high,304.1,10.7,NO
19.89741,99.42003,305.1,0.4,0.37,1:54:00,4/6/2020,nominal,294.4,1.3,NO
19.89768,99.5267,335.4,0.4,0.44,13:54:00,4/6/2020,nominal,299.6,5.6,NO
19.89768,99.5267,335.4,0.4,0.44,13:54:00,4/6/2020,nominal,299.6,5.7,NO
19.89776,99.53193,303,0.4,0.37,1:54:00,4/6/2020,nominal,292.6,0.9,NO
19.89805,99.6394,315.5,0.39,0.37,1:54:00,4/6/2020,nominal,293.5,1.4,NO
19.8986,99.63572,312.4,0.39,0.37,1:54:00,4/6/2020,nominal,292,5.2,NO
19.89906,99.43193,310.2,0.4,0.37,1:54:00,4/6/2020,nominal,294.9,1.3,NO
19.90048,99.51583,343.2,0.4,0.44,13:54:00,4/6/2020,nominal,300.4,7,NO
19.90048,99.51583,343.3,0.4,0.44,13:54:00,4/6/2020,nominal,300.4,7,NO
19.90074,99.42068,315.5,0.4,0.37,1:54:00,4/6/2020,nominal,295.2,1.3,NO
19.90131,99.41686,315.4,0.4,0.37,1:54:00,4/6/2020,nominal,294.3,1.3,NO
19.90137,99.64006,313.6,0.39,0.37,1:54:00,4/6/2020,nominal,293.8,1.4,NO
19.90185,99.43621,307.1,0.4,0.37,1:54:00,4/6/2020,nominal,294.6,1.5,NO
19.90192,99.63638,340.9,0.39,0.37,1:54:00,4/6/2020,nominal,296.5,5.2,NO
19.90465,99.4175,318.2,0.4,0.37,1:54:00,4/6/2020,nominal,295,2.5,NO
19.90522,99.41366,345.2,0.4,0.37,1:54:00,4/6/2020,nominal,299.3,15.6,NO
19.91192,99.59219,312.4,0.4,0.37,1:54:00,4/6/2020,nominal,294.2,1,NO
19.91527,99.59261,309.4,0.4,0.37,1:54:00,4/6/2020,nominal,293.7,1,NO
19.91585,99.58872,306,0.4,0.37,1:54:00,4/6/2020,nominal,295.3,1,NO
19.91634,99.57224,309.2,0.71,0.75,1:00:00,4/6/2020,nominal,290.1,2,NO
19.91634,99.57224,309.2,0.71,0.75,1:00:00,4/6/2020,nominal,290.1,2.1,NO
19.9172,99.45123,335.8,0.39,0.44,13:54:00,4/6/2020,nominal,301.6,5.3,NO
19.91765,99.4548,357.5,0.39,0.44,13:54:00,4/6/2020,nominal,301.6,13.2,NO
19.91765,99.4548,357.5,0.39,0.44,13:54:00,4/6/2020,nominal,301.6,13.5,NO
19.91806,99.57394,315.9,0.4,0.37,1:54:00,4/6/2020,nominal,295.4,1.9,NO
19.91832,99.59283,335.5,0.4,0.44,13:54:00,4/6/2020,low,309,46.3,NO
19.91832,99.59283,335.5,0.4,0.44,13:54:00,4/6/2020,low,309,47.5,NO
19.9186,99.57033,313.6,0.4,0.37,1:54:00,4/6/2020,nominal,292.5,1.2,NO
19.91874,99.59629,343.3,0.4,0.44,13:54:00,4/6/2020,nominal,305.4,46.3,NO
19.91874,99.59629,343.3,0.4,0.44,13:54:00,4/6/2020,nominal,305.4,47.5,NO
19.91985,99.45481,352.1,0.52,0.5,13:00:00,4/6/2020,nominal,309.1,51.6,NO
19.92,99.455,335.4,1,1,11:00:00,4/6/2020,84,305.3,26.2,NO
19.92045,99.52582,307.7,0.46,0.64,2:42:00,4/6/2020,nominal,286.7,1.9,NO
19.92045,99.52582,307.7,0.46,0.64,2:42:00,4/6/2020,nominal,286.8,1.9,NO
19.92087,99.46011,345.1,0.52,0.5,13:00:00,4/6/2020,nominal,301.7,23,NO
19.921,99.445,321.2,1,1,11:00:00,4/6/2020,57,305.7,8.7,NO
19.92125,99.45059,341.6,0.39,0.44,13:54:00,4/6/2020,nominal,303.6,5.3,NO
19.92145,99.52795,304.5,0.4,0.37,1:54:00,4/6/2020,nominal,291.6,0.9,NO
19.92169,99.45409,367,0.39,0.44,13:54:00,4/6/2020,high,304.8,13.2,NO
19.92169,99.45409,367,0.39,0.44,13:54:00,4/6/2020,high,304.8,13.5,NO
19.92194,99.57081,315.6,0.4,0.37,1:54:00,4/6/2020,nominal,293.8,1.9,NO
19.92213,99.45766,333.2,0.39,0.44,13:54:00,4/6/2020,nominal,300.2,13.2,NO
19.92213,99.45766,333.2,0.39,0.44,13:54:00,4/6/2020,nominal,300.2,13.5,NO
19.92297,100.50765,334.1,0.46,0.47,13:54:00,4/6/2020,nominal,304.6,11.7,NO
19.92373,100.50477,338.4,0.45,0.47,13:00:00,4/6/2020,nominal,301.5,9.4,NO
19.92441,99.45409,341.1,0.52,0.5,13:00:00,4/6/2020,nominal,303.2,20.1,NO
19.92465,100.5097,344.3,0.45,0.47,13:00:00,4/6/2020,nominal,301.8,9.4,NO
19.92475,99.57488,325.1,0.4,0.37,1:54:00,4/6/2020,nominal,295.3,3,NO
19.925,100.495,325.5,2.1,1.4,14:05:00,4/6/2020,74,305.6,36.7,NO
19.925,100.501,327.6,1,1,11:00:00,4/6/2020,77,297.7,17.5,NO
19.92541,99.4593,367,0.52,0.5,13:00:00,4/6/2020,high,303.9,24.6,NO
19.92615,99.4567,335.7,0.39,0.44,13:54:00,4/6/2020,nominal,301.9,5.6,NO
19.92617,99.45696,335.5,0.39,0.44,13:54:00,4/6/2020,nominal,301.8,7.1,NO
19.92617,99.45696,335.5,0.39,0.44,13:54:00,4/6/2020,nominal,301.8,7.2,NO
19.92688,100.50343,338.6,0.46,0.47,13:54:00,4/6/2020,nominal,307.9,6.7,NO
19.92688,100.50343,338.6,0.46,0.47,13:54:00,4/6/2020,nominal,307.9,6.8,NO
19.927,100.508,325.8,2.1,1.4,14:05:00,4/6/2020,76,304.8,37.9,NO
19.92732,100.50712,355.4,0.46,0.47,13:54:00,4/6/2020,nominal,314.3,11.7,NO
19.92757,100.5041,330.4,0.45,0.47,13:00:00,4/6/2020,low,305.1,4,NO
19.928,99.466,327.4,1,1,11:00:00,4/6/2020,75,304.2,14.7,NO
19.9281,99.57536,324,0.4,0.37,1:54:00,4/6/2020,nominal,297.5,1.9,NO
19.92865,99.57168,318.4,0.4,0.37,1:54:00,4/6/2020,nominal,294.4,2.4,NO
19.92879,99.57487,307,0.71,0.75,1:00:00,4/6/2020,nominal,291.6,3.1,NO
19.929,99.456,357.8,1,1,11:00:00,4/6/2020,98,306.4,72,NO
19.92927,99.452,345.3,0.4,0.37,1:54:00,4/6/2020,nominal,297.5,7.1,NO
19.92984,99.44811,337.5,0.4,0.37,1:54:00,4/6/2020,nominal,294.4,9.5,NO
19.92994,99.4584,355.6,0.52,0.5,13:00:00,4/6/2020,nominal,303.2,24.6,NO
19.93022,99.57521,304.6,0.71,0.75,1:00:00,4/6/2020,nominal,291.8,3.5,NO
19.93022,99.57521,304.6,0.71,0.75,1:00:00,4/6/2020,nominal,291.8,3.6,NO
19.9309,99.57949,307.9,0.4,0.37,1:54:00,4/6/2020,nominal,295.8,1.9,NO
19.931,99.575,326.3,1,1,11:00:00,4/6/2020,74,301.1,15.3,NO
19.93122,100.50294,339.9,0.46,0.47,13:54:00,4/6/2020,nominal,307.6,13.5,NO
19.93122,100.50294,339.9,0.46,0.47,13:54:00,4/6/2020,nominal,307.6,13.6,NO
19.93144,99.57584,326.2,0.4,0.37,1:54:00,4/6/2020,nominal,297.3,1.9,NO
19.93165,100.50652,367,0.46,0.47,13:54:00,4/6/2020,low,326.6,122.7,YES
19.93165,100.50652,367,0.46,0.47,13:54:00,4/6/2020,low,326.6,124.2,YES
19.93231,99.5717,334.5,0.4,0.44,13:54:00,4/6/2020,nominal,297.5,2.2,NO
19.93286,99.57604,330.2,0.4,0.44,13:54:00,4/6/2020,nominal,296.1,4.4,NO
19.93286,99.57604,330.2,0.4,0.44,13:54:00,4/6/2020,nominal,296.1,4.5,NO
19.9337,99.58363,328.5,0.4,0.37,1:54:00,4/6/2020,nominal,295.7,2.9,NO
19.97486,99.46081,302.9,0.72,0.76,1:00:00,4/6/2020,nominal,290.4,2.9,NO
19.97944,99.46066,309.4,0.4,0.37,1:54:00,4/6/2020,nominal,292.9,2.2,NO
19.97981,99.46037,302.5,0.72,0.76,1:00:00,4/6/2020,nominal,290.9,2.5,NO
19.97981,99.46037,302.5,0.72,0.76,1:00:00,4/6/2020,nominal,290.9,2.7,NO
19.97998,99.45705,310.8,0.4,0.37,1:54:00,4/6/2020,nominal,290.9,1.2,NO
19.99461,99.47401,321.1,0.4,0.37,1:54:00,4/6/2020,nominal,292.7,2.5,NO
19.99852,99.47082,310.8,0.4,0.37,1:54:00,4/6/2020,nominal,293.2,3,NO
20.00056,99.46779,310.1,0.72,0.75,1:00:00,4/6/2020,nominal,291.5,3.1,NO
20.00056,99.46779,310.1,0.72,0.75,1:00:00,4/6/2020,nominal,291.5,3.2,NO
20.00186,99.4714,338.9,0.4,0.37,1:54:00,4/6/2020,nominal,297.3,3,NO
20.00242,99.46767,320.6,0.4,0.37,1:54:00,4/6/2020,nominal,294,3,NO
20.00276,99.47556,331.4,0.4,0.44,13:54:00,4/6/2020,low,301.9,3.7,NO
20.00574,100.18456,336.6,0.65,0.73,1:00:00,4/6/2020,nominal,289.8,5,NO
20.00664,99.60835,347.3,0.4,0.44,13:54:00,4/6/2020,nominal,314.7,54.7,YES
20.00664,99.60835,347.3,0.4,0.44,13:54:00,4/6/2020,nominal,314.7,55.9,YES
20.00701,100.18659,340.8,0.65,0.73,1:00:00,4/6/2020,nominal,290.5,5.7,NO
20.00701,100.18659,340.8,0.65,0.73,1:00:00,4/6/2020,nominal,290.5,5.8,NO
20.00719,99.60584,340.1,0.51,0.49,13:06:00,4/6/2020,nominal,302.1,7.9,YES
20.00745,100.18099,306.2,0.65,0.73,1:00:00,4/6/2020,nominal,289.7,5.7,NO
20.00745,100.18099,306.2,0.65,0.73,1:00:00,4/6/2020,nominal,289.7,5.8,NO
20.00808,99.61037,340.2,0.51,0.49,13:06:00,4/6/2020,nominal,301.7,7.9,YES
20.00859,100.18832,322.6,0.39,0.36,1:54:00,4/6/2020,nominal,293.9,3.1,NO
20.01075,99.60784,346.1,0.4,0.44,13:54:00,4/6/2020,nominal,303.7,5,YES
20.01075,99.60784,346.1,0.4,0.44,13:54:00,4/6/2020,nominal,303.7,5.1,YES
20.01134,100.19253,313.4,0.39,0.36,1:54:00,4/6/2020,nominal,291.8,2.9,NO
20.01162,100.1274,306.5,0.65,0.73,1:00:00,4/6/2020,nominal,289.3,2.9,NO
20.0119,100.18889,330.9,0.39,0.36,1:54:00,4/6/2020,nominal,296.2,2.9,NO
